Id,Price
11498,260061.8535
11499,507540.726
11500,2262799.4505
11501,585071.2995
11502,1852289.004
11503,588327.1995
11504,135580.098
11505,610805.5545
11506,757555.8855
11507,616563.5235
11508,1979895.5985
11509,828565.2075
11510,2285022.7305
11511,1295588.109
11512,2073983.082
11513,587702.118
11514,338516.3025
11515,144890.1075
11516,931707.888
11517,1379448.228
11518,2913477.7545
11519,606380.412
11520,717544.212
11521,4065983.0925
11522,1270621.569
11523,1204070.7525
11524,634431.3195
11525,148637.811
11526,789940.8795
11527,413287.812
11528,675334.941
11529,980834.04
11530,835531.7085
11531,221571.0495
11532,977595.1125
11533,238961.3505
11534,208544.7735
11535,636929.5155
11536,1638996.987
11537,366389.265
11538,602355.486
11539,384502.7685
11540,934535.082
11541,651859.8075
11542,1912877.5815
11543,871096.389
11544,516643.1865
11545,192009.4035
11546,3019926.1485
11547,858625.389
11548,1488170.3775
11549,208074.5565
11550,825521.3205
11551,611312.769
11552,986817.342
11553,1709283.573
11554,1847571.3135
11555,268964.307
11556,490894.848
11557,1725487.6245
11558,539312.6475
11559,387439.9965
11560,1115148.0885
11561,278947.7355
11562,1713381.951
11563,459091.1715
11564,271002.8955
11565,406787.0325
11566,894238.044
11567,1798723.5105
11568,284205.495
11569,1849301.5965
11570,231107.715
11571,521472.618
11572,1987067.0055
11573,1287423.3855
11574,1681668.3165
11575,1324538.0625
11576,193847.7585
11577,274341.8355
11578,2019333.447
11579,529955.94
11580,2774005.557
11581,569494.0905
11582,447658.2195
11583,1184237.9475
11584,673716.2505
11585,122597.922
11586,167187.9435
11587,278654.1885
11588,976897.0635
11589,1988377.1115
11590,3485723.9595
11591,444499.83
11592,190636.6905
11593,1604036.2815
11594,1161433.32
11595,1431055.7535
11596,1234937.1015
11597,2263097.4135
11598,711371.6505
11599,692907.8115
11600,1415310.3225
11601,1499634.6945
11602,1349324.7015
11603,479041.779
11604,103356.4485
11605,316273.7865
11606,2653487.526
11607,699854.0445
11608,1176812.7585
11609,1508057.3985
11610,886929.5625
11611,1726693.3245
11612,1577698.1925
11613,1094964.1815
11614,3530403.03
11615,1131836.652
11616,844396.053
11617,832340.3475
11618,1834567.899
11619,548741.598
11620,641730.195
11621,1766058.7035
11622,1596279.861
11623,1257684.714
11624,690923.661
11625,1472875.3905
11626,1506904.7685
11627,2571255.7845
11628,561654.0765
11629,750910.932
11630,228504.198
11631,792640.2
11632,642692.814
11633,781784.0985
11634,761483.673
11635,1171388.697
11636,215154.822
11637,2062347.3105
11638,2138400.444
11639,4410739.9785
11640,1382714.316
11641,80734.1265
11642,495745.293
11643,424383.276
11644,667048.2525
11645,1374972.6135
11646,1144272.684
11647,516024.48
11648,711637.689
11649,281586.03
11650,2403118.6905
11651,677421.603
11652,1851371.4405
11653,436523.5395
11654,947638.905
11655,249030.7185
11656,198547.824
11657,917712.921
11658,1571784.6525
11659,2256567.6795
11660,1854972.738
11661,2693001.198
11662,1941029.289
11663,901765.8405
11664,1944027.741
11665,451634.0865
11666,1689509.982
11667,1445575.0155
11668,1935556.722
11669,2209643.3115
11670,707235.9645
11671,131806.527
11672,289047.0375
11673,251121.819
11674,1118499.471
11675,245382.567
11676,165094.308
11677,173228.6385
11678,1930053.4515
11679,925408.326
11680,2191930.953
11681,573964.7775
11682,760277.271
11683,933389.2815
11684,669060.861
11685,594424.9875
11686,639384.051
11687,2363104.6455
11688,1304748.8775
11689,899345.745
11690,874673.313
11691,729040.7655
11692,87516.225
11693,695543.7645
11694,603677.0715
11695,310415.004
11696,1381295.1345
11697,3036517.5345
11698,401670.4965
11699,2186392.347
11700,247110.1185
11701,1142959.266
11702,1023820.776
11703,3617224.785
11704,2419295.031
11705,565553.4435
11706,1998656.0775
11707,1068880.4985
11708,1882288.0275
11709,2730403.5075
11710,1024736.3835
11711,1145288.5335
11712,1535539.9545
11713,2774644.6275
11714,1108339.278
11715,5033344.209
11716,648415.752
11717,3088808.688
11718,627093.2475
11719,398771.2485
11720,1011626.4555
11721,2628454.056
11722,623752.7985
11723,811290.912
11724,1360385.16
11725,134545.035
11726,1079030.907
11727,919945.8315
11728,1267051.791
11729,118589.4555
11730,1237996.938
11731,269427.006
11732,2809313.5245
11733,162393.7785
11734,3176873.232
11735,512901.495
11736,156264.4155
11737,1015261.7025
11738,3879604.6215
11739,117583.554
11740,852508.1895
11741,557454.6045
11742,725194.737
11743,1844396.5485
11744,1387387.704
11745,3035268.9105
11746,1511632.206
11747,156162.1905
11748,1452356.0265
11749,341284.131
11750,503487.246
11751,2388184.872
11752,714734.706
11753,2246218.7115
11754,2306499.321
11755,642254.958
11756,1261975.338
11757,1297401.4845
11758,977685.138
11759,794718.3975
11760,431991.708
11761,744674.9085
11762,2165101.7505
11763,386939.1225
11764,710979.999
11765,530182.779
11766,1852778.919
11767,804259.4625
11768,1982984.895
11769,795526.1115
11770,226044.216
11771,348288.855
11772,184330.0005
11773,1873543.467
11774,387100.374
11775,1759177.686
11776,2237207.223
11777,277446.987
11778,1557943.281
11779,961341.945
11780,591736.11
11781,1423620.3315
11782,480443.001
11783,1236616.3665
11784,2179322.241
11785,759078.2895
11786,1476161.2095
11787,2675850.948
11788,2863185.8955
11789,466955.2935
11790,894970.9965
11791,597002.6205
11792,744496.7805
11793,651067.1085
11794,412299.678
11795,1294931.739
11796,139169.226
11797,756937.9155
11798,303427.2
11799,1115687.0865
11800,155915.0085
11801,790587.078
11802,186212.6655
11803,1345168.494
11804,1371753.0615
11805,669393.822
11806,763333.893
11807,487266.1575
11808,1908456.078
11809,922335.996
11810,1444289.076
11811,1565686.521
11812,1088163.534
11813,717715.083
11814,415635.369
11815,1205679.516
11816,541973.7885
11817,502626.522
11818,998316.579
11819,944176.4925
11820,1617309.843
11821,2848658.502
11822,1183737.132
11823,2808164.3865
11824,1820974.041
11825,2267658.9495
11826,1197879.036
11827,1362506.6145
11828,535118.952
11829,1079583.105
11830,1333107.648
11831,1261286.658
11832,2223467.5215
11833,590462.88
11834,320133.177
11835,1491395.7315
11836,634934.3235
11837,832664.532
11838,712117.302
11839,1902097.281
11840,225371.76
11841,3177897.9465
11842,4547957.1435
11843,1095315.2325
11844,3381807.612
11845,923427.1665
11846,1057780.599
11847,2562256.515
11848,1808011.6755
11849,470026.578
11850,416188.578
11851,950559.276
11852,907463.1285
11853,882853.4445
11854,954918.705
11855,1363959.591
11856,389920.8165
11857,1438534.9515
11858,2046637.869
11859,414106.587
11860,1108995.8655
11861,2223562.8945
11862,3274502.334
11863,888488.4585
11864,383337.8595
11865,951962.2845
11866,819831.156
11867,966211.155
11868,317028.7395
11869,530618.901
11870,1651463.199
11871,2407285.434
11872,2232711.753
11873,533112.8085
11874,678433.9095
11875,764706.684
11876,3642716.0355
11877,1856724.453
11878,1800261.924
11879,750659.3385
11880,355656.1605
11881,847552.446
11882,216496.14
11883,2083875.9345
11884,441562.209
11885,887051.0385
11886,782589.768
11887,715555.782
11888,707360.8635
11889,600987.2685
11890,2778321.93
11891,1315002.303
11892,1318981.0155
11893,287283.7155
11894,1593945.318
11895,1122344.8815
11896,878582.943
11897,864767.5395
11898,600352.023
11899,764504.349
11900,1306234.809
11901,2336872.6665
11902,701557.809
11903,2070081.8625
11904,614206.0155
11905,863713.7175
11906,2798134.59
11907,733979.4105
11908,421438.6245
11909,1610282.9055
11910,1075540.6275
11911,2154355.6245
11912,510837.09
11913,697544.766
11914,1206221.2635
11915,479110.179
11916,1393306.0335
11917,565472.1795
11918,384966.552
11919,895824.1695
11920,1476591.9885
11921,582240.984
11922,327286.1925
11923,1122297.1905
11924,419412.867
11925,1053349.818
11926,1091124.7695
11927,391593.378
11928,333939.3525
11929,1172239.6125
11930,379677.8085
11931,2156443.3665
11932,894652.794
11933,504154.7445
11934,649080.3
11935,833830.692
11936,1229857.233
11937,1057585.812
11938,536278.2645
11939,634973.8455
11940,683876.4435
11941,1269902.733
11942,1130669.6715
11943,292479.222
11944,1845981.297
11945,1301879.334
11946,708703.6815
11947,1019758.071
11948,546898.002
11949,433696.9155
11950,2619435.3765
11951,3161957.064
11952,2683825.5795
11953,1153159.656
11954,1450075.2885
11955,1548662.4165
11956,857144.9145
11957,416570.1
11958,882106.857
11959,1001846.304
11960,261785.0235
11961,2328206.802
11962,491904.1275
11963,244687.3665
11964,2353297.1775
11965,348822.042
11966,379829.127
11967,1637898.2265
11968,2020763.937
11969,1129159.5105
11970,103723.035
11971,440743.7775
11972,703930.983
11973,1721605.2705
11974,1740799.77
11975,590229.978
11976,216383.769
11977,1731969.0375
11978,3025729.65
11979,592354.7745
11980,1799742.6435
11981,2841886.8705
11982,337820.5575
11983,1856757.3
11984,628059.279
11985,336971.322
11986,2012173.644
11987,805086.066
11988,1892592.231
11989,2188382.001
11990,2647233.642
11991,415392.3255
11992,317587.8075
11993,932127.357
11994,969108.999
11995,1853365.0125
11996,1619221.605
11997,2054835.6345
11998,664023.7875
11999,2328196.746
12000,199038.2265
12001,1243763.376
12002,328902.729
12003,471387.5205
12004,1630230.021
12005,668767.4175
12006,2698990.1625
12007,918222.5805
12008,84167.436
12009,782202.5055
12010,950065.788
12011,3223118.787
12012,662733.0915
12013,1447935.957
12014,303492.1635
12015,1871645.4855
12016,618275.547
12017,2542138.119
12018,568989.3735
12019,504007.92
12020,1590403.32
12021,2798870.8905
12022,218524.9605
12023,4419593.3205
12024,955615.347
12025,1656908.919
12026,465959.7795
12027,3906551.6475
12028,616289.595
12029,859593.222
12030,403319.211
12031,741743.9955
12032,445991.694
12033,451995.5805
12034,397069.944
12035,1979875.7325
12036,2664952.1715
12037,2430738.4185
12038,676445.3655
12039,1306913.2485
12040,807364.0515
12041,1745747.01
12042,1399700.2635
12043,190621.3575
12044,806423.793
12045,785570.7885
12046,2144251.0545
12047,689155.6365
12048,751734.1275
12049,649898.466
12050,526287.867
12051,1197869.019
12052,277610.961
12053,2583277.593
12054,2257203.852
12055,2200220.1075
12056,639798.0405
12057,701198.5245
12058,749097.315
12059,175844.2545
12060,992829.681
12061,550652.8455
12062,737138.9085
12063,464948.247
12064,382027.7505
12065,965527.917
12066,125398.827
12067,1221761.5935
12068,454267.8195
12069,559094.6145
12070,1964939.1225
12071,1941458.199
12072,1103880.3135
12073,791137.935
12074,1122764.6745
12075,544807.9125
12076,1617821.2095
12077,3004959.969
12078,272605.0485
12079,377851.2465
12080,803978.622
12081,1342639.398
12082,595694.088
12083,4333277.2515
12084,2037762.858
12085,2974533.7485
12086,745837.3965
12087,413362.9245
12088,418078.545
12089,4590199.278
12090,1828607.2665
12091,659654.067
12092,3302124.7185
12093,415263.3075
12094,896352.5625
12095,420462.4245
12096,2174502.1005
12097,113523.2685
12098,5319247.6275
12099,2732081.814
12100,705024.369
12101,785667.855
12102,2065316.0085
12103,729637.2
12104,190221.4305
12105,561508.785
12106,1602386.1045
12107,1443334.1565
12108,205208.649
12109,1637039.8935
12110,706942.854
12111,679079.7645
12112,418470.4155
12113,423132.078
12114,506740.809
12115,1015890.426
12116,850421.2665
12117,3089111.385
12118,1833933.108
12119,862345.7295
12120,1330206.18
12121,1009110.924
12122,177839.892
12123,895675.0245
12124,277615.071
12125,340520.244
12126,785490.771
12127,1675001.934
12128,1668202.194
12129,458182.146
12130,1841714.247
12131,1621265.7345
12132,1834459.743
12133,2179531.2765
12134,302875.3545
12135,1609372.9095
12136,1899007.6875
12137,649812.675
12138,813472.137
12139,1169986.6965
12140,585839.472
12141,1559810.382
12142,1536093.597
12143,2258340.693
12144,328965.9825
12145,1090623.423
12146,1766088.4035
12147,463094.7645
12148,1306956.5295
12149,1240291.0215
12150,1187837.799
12151,715085.952
12152,337969.4295
12153,2482430.166
12154,362608.419
12155,413520.363
12156,800379.495
12157,1365972.4605
12158,2660732.355
12159,1255016.6235
12160,393006.8055
12161,1050709.1805
12162,361068.6285
12163,375244.038
12164,401701.524
12165,717992.268
12166,354391.3125
12167,1340168.052
12168,941518.7385
12169,1913247.057
12170,1775272.2105
12171,549016.8945
12172,486828.036
12173,1077528.09
12174,305406.3825
12175,130035.9045
12176,1458874.152
12177,568578.102
12178,2457836.7735
12179,1344774.99
12180,2119784.7645
12181,2147405.412
12182,763005.147
12183,2074225.4565
12184,780387.7725
12185,695040.4125
12186,2895938.5725
12187,1698453.945
12188,535340.961
12189,512262.72
12190,374961.147
12191,2275870.38
12192,421536.6465
12193,955066.86
12194,1491569.997
12195,2733276.48
12196,913896.495
12197,1606145.001
12198,3583954.494
12199,2650989.9825
12200,1421181.465
12201,3673424.805
12202,221557.5945
12203,551613.2175
12204,1186200.339
12205,1315415.943
12206,2559284.1915
12207,3203615.3175
12208,787389.0825
12209,1348912.6305
12210,2717580.8055
12211,2820094.632
12212,641164.863
12213,804235.4535
12214,2033919.3
12215,761003.5575
12216,1866200.7045
12217,1072882.107
12218,1305070.329
12219,3133466.022
12220,2365749.6165
12221,2777024.1225
12222,795553.011
12223,931413.741
12224,976731.147
12225,2251314.324
12226,414433.6395
12227,1542081.4245
12228,875663.307
12229,983205.618
12230,4765390.6155
12231,774437.394
12232,1503676.245
12233,1659207.084
12234,1206699.072
12235,1439104.2255
12236,1967700.813
12237,792236.6985
12238,881985.9465
12239,2936562.669
12240,937710.96
12241,2121111.4125
12242,2309137.617
12243,2463826.014
12244,177930.369
12245,1064657.2605
12246,947045.9505
12247,445654.9275
12248,592175.0955
12249,393007.8645
12250,888811.278
12251,467841.939
12252,1026649.806
12253,568072.056
12254,2032109.7255
12255,416666.3895
12256,778364.5155
12257,1109195.6565
12258,719355.7605
12259,290741.1975
12260,229700.9445
12261,3017575.329
12262,629107.095
12263,1266191.334
12264,720577.0095
12265,638166.4035
12266,441651.5385
12267,1029800.802
12268,229600.257
12269,428690.283
12270,1339757.445
12271,1692883.7175
12272,584350.431
12273,2347912.071
12274,3138623.067
12275,980028.8205
12276,243623.0745
12277,2275871.982
12278,294843.219
12279,1408486.9035
12280,379865.298
12281,2294275.998
12282,1825245.162
12283,635101.8075
12284,410346.462
12285,1478539.0965
12286,738295.314
12287,1697855.145
12288,655024.1955
12289,723335.2815
12290,133357.11
12291,1703703.6555
12292,1151422.131
12293,900561.867
12294,2422290.7215
12295,897004.9515
12296,789494.7825
12297,451616.7315
12298,1217495.931
12299,699240.423
12300,120077.9595
12301,598294.191
12302,343275.7575
12303,564478.9125
12304,363370.815
12305,669745.134
12306,892469.319
12307,513931.0995
12308,1264531.686
12309,3383724.141
12310,634331.9985
12311,775556.49
12312,749629.011
12313,603756.2565
12314,1505164.56
12315,1116826.3275
12316,2192090.3745
12317,1272359.5125
12318,1623718.1805
12319,42468.093
12320,409576.4565
12321,1208171.739
12322,527544.9255
12323,766416.417
12324,348170.6355
12325,1620902.547
12326,2456060.7075
12327,1504882.8045
12328,1093902.648
12329,944378.427
12330,1989238.719
12331,518725.5315
12332,221866.701
12333,1111673.808
12334,2416938.633
12335,1371362.1945
12336,100205.367
12337,303700.494
12338,1063351.8225
12339,1091825.1645
12340,1306589.8965
12341,803409.6675
12342,355088.6415
12343,1772838.2055
12344,599462.811
12345,337940.679
12346,371000.9835
12347,233561.076
12348,175832.253
12349,729830.6835
12350,2360694.777
12351,2015783.6625
12352,1199983.0035
12353,2641898.7075
12354,1333637.229
12355,3719904.582
12356,286674.8445
12357,574819.671
12358,1679133.5655
12359,402919.7205
12360,2430536.502
12361,644978.091
12362,2106024.891
12363,852001.299
12364,335613.3195
12365,825435.0225
12366,702719.55
12367,427681.9485
12368,345088.6515
12369,322072.395
12370,1303454.0505
12371,175834.7415
12372,2313544.809
12373,783193.3155
12374,472220.634
12375,2415917.994
12376,1346611.5
12377,678674.463
12378,1621074.2805
12379,2050025.9235
12380,1021365.714
12381,1228346.8215
12382,886216.4925
12383,461011.6455
12384,734633.886
12385,2001015.843
12386,160821.474
12387,657196.8255
12388,191665.287
12389,2207543.2845
12390,2196715.9755
12391,1189361.4405
12392,95007.699
12393,1117232.3385
12394,2397005.1225
12395,813841.227
12396,1798902.801
12397,182972.058
12398,113718.5955
12399,2581207.17
12400,1795343.9445
12401,1245376.2
12402,576569.43
12403,423606.9915
12404,1797709.176
12405,1297410.018
12406,692671.5555
12407,787250.238
12408,723651.3645
12409,1286296.038
12410,1458882.7275
12411,1466482.4775
12412,440472.4815
12413,1842389.577
12414,347985.4305
12415,393753.582
12416,1774258.167
12417,293245.1235
12418,812178.9945
12419,4639667.346
12420,1036010.4675
12421,1666401.5235
12422,716852.6955
12423,244726.092
12424,1026943.0755
12425,249732.291
12426,1698002.0175
12427,1225561.479
12428,2141974.1625
12429,674393.4525
12430,932262.867
12431,670925.7795
12432,895397.292
12433,851423.7795
12434,754313.817
12435,2290907.472
12436,680336.454
12437,5430990.762
12438,1357279.749
12439,237085.8975
12440,348387.954
12441,1362290.496
12442,759979.0935
12443,618117.8775
12444,306236.13
12445,190092.531
12446,2892503.3145
12447,342982.6005
12448,629611.0635
12449,347594.8065
12450,485185.6515
12451,1163766.636
12452,783494.3115
12453,1884111.651
12454,2161617.984
12455,456987.5325
12456,636666.093
12457,1254936.27
12458,1603574.2335
12459,1893578.3085
12460,1178622.06
12461,2911940.007
12462,536235.8145
12463,366946.2885
12464,251374.164
12465,385106.1105
12466,1310242.314
12467,4422300.0255
12468,697423.848
12469,2095773.768
12470,2906773.0665
12471,1964977.1235
12472,443409.324
12473,797391.2655
12474,441411.369
12475,367662.903
12476,593656.404
12477,663953.961
12478,857790.0885
12479,250174.6845
12480,2233282.404
12481,921756.825
12482,1493917.245
12483,5191214.667
12484,1406236.4835
12485,305962.5105
12486,2179166.73
12487,2146448.3895
12488,4294085.2905
12489,1542025.5555
12490,2173838.5725
12491,605596.206
12492,387231.549
12493,7805358.987
12494,822851.2185
12495,2393781.258
12496,1156890.744
12497,3310144.434
12498,2150881.638
12499,735860.64
12500,680950.6035
12501,2010329.9175
12502,474253.218
12503,1150401.0795
12504,2564736.8925
12505,113245.131
12506,1939319.877
12507,1055082.825
12508,3624906.513
12509,2406088.926
12510,557678.433
12511,1213452.195
12512,146289.435
12513,509752.2075
12514,598303.596
12515,1058913.474
12516,637436.862
12517,841036.908
12518,1070266.707
12519,1641293.079
12520,704966.0205
12521,257360.334
12522,1103989.3695
12523,706338.1605
12524,862147.521
12525,240738.2265
12526,501171.0945
12527,321276.198
12528,2092135.2105
12529,157984.8495
12530,528752.313
12531,824456.472
12532,450714.8535
12533,1500513.6375
12534,1892605.1175
12535,253203.795
12536,6080956.395
12537,965617.4835
12538,1593378.7395
12539,261313.5015
12540,1043481.441
12541,628075.815
12542,954889.8345
12543,1221958.8195
12544,1218530.5815
12545,1801574.7615
12546,587658.2295
12547,750102.717
12548,616499.118
12549,2976505.911
12550,195181.4715
12551,1423490.3415
12552,2468584.002
12553,289099.224
12554,358928.562
12555,3331276.782
12556,402116.49
12557,1475606.7045
12558,387141.579
12559,1083505.113
12560,2449793.0115
12561,946523.0625
12562,675412.539
12563,1261225.188
12564,1919456.076
12565,427048.7175
12566,837371.7255
